PONumber,LineNumber,SupplierID,SKU,WarehouseID,OrderDate,PromisedDate,ReceivedDate,QtyOrdered,QtyReceived
90413,3,SUP-06,SKU-1017,WH-03,01/12/2025,15/01/2026,15/01/2026,1000,1000
90414,1,SUP-04,SKU-1003,WH-01,01/12/2025,29/12/2025,29/12/2025,1000,1000
90415,1,SUP-06,SKU-1011,WH-04,01/12/2025,15/01/2026,19/01/2026,1000,1000
90415,2,SUP-06,SKU-1011,WH-02,01/12/2025,15/01/2026,19/01/2026,500,500
90416,1,SUP-04,SKU-1015,WH-01,01/12/2025,29/12/2025,30/12/2025,1000,1000
90417,1,SUP-02,SKU-1019,WH-02,01/12/2025,15/12/2025,15/12/2025,1000,1000
90417,2,SUP-02,SKU-1001,WH-03,01/12/2025,15/12/2025,15/12/2025,1000,1000
90417,3,SUP-02,SKU-1013,WH-02,01/12/2025,15/12/2025,15/12/2025,2000,2000
90418,1,SUP-03,SKU-1014,WH-01,01/12/2025,11/12/2025,11/12/2025,2000,2000
90419,1,SUP-02,SKU-1013,WH-01,01/12/2025,15/12/2025,15/12/2025,1000,900
90419,2,SUP-02,SKU-1013,WH-01,01/12/2025,15/12/2025,15/12/2025,1000,1000
90420,1,SUP-06,SKU-1023,WH-04,01/12/2025,15/01/2026,15/01/2026,1000,750
90420,2,SUP-06,SKU-1005,WH-04,01/12/2025,15/01/2026,15/01/2026,500,500
90420,3,SUP-06,SKU-1023,WH-04,01/12/2025,15/01/2026,15/01/2026,2000,2000
90421,1,SUP-05,SKU-1010,WH-04,01/12/2025,22/12/2025,22/12/2025,500,500
90421,2,SUP-05,SKU-1016,WH-02,01/12/2025,22/12/2025,22/12/2025,1000,500
90421,3,SUP-05,SKU-1022,WH-02,01/12/2025,22/12/2025,22/12/2025,500,450
90422,1,SUP-06,SKU-1011,WH-03,01/12/2025,15/01/2026,22/01/2026,1000,1000
90423,1,SUP-02,SKU-1001,WH-01,08/12/2025,22/12/2025,22/12/2025,500,500
90423,2,SUP-02,SKU-1013,WH-03,08/12/2025,22/12/2025,22/12/2025,500,500
90423,3,SUP-02,SKU-1007,WH-03,08/12/2025,22/12/2025,22/12/2025,2000,1500
90424,1,SUP-02,SKU-1001,WH-01,08/12/2025,22/12/2025,22/12/2025,500,500
90424,2,SUP-02,SKU-1019,WH-02,08/12/2025,22/12/2025,22/12/2025,1500,1500
90425,1,SUP-05,SKU-1016,WH-04,08/12/2025,29/12/2025,29/12/2025,1000,1000
90425,2,SUP-05,SKU-1022,WH-03,08/12/2025,29/12/2025,29/12/2025,1000,1000
90425,3,SUP-05,SKU-1010,WH-01,08/12/2025,29/12/2025,29/12/2025,2000,2000
90426,1,SUP-05,SKU-1010,WH-02,08/12/2025,29/12/2025,29/12/2025,1500,1500
90426,2,SUP-05,SKU-1016,WH-02,08/12/2025,29/12/2025,29/12/2025,500,500
90426,3,SUP-05,SKU-1010,WH-02,08/12/2025,29/12/2025,29/12/2025,500,500
90427,1,SUP-06,SKU-1017,WH-04,08/12/2025,22/01/2026,03/02/2026,1500,1500
90428,1,SUP-06,SKU-1017,WH-01,08/12/2025,22/01/2026,24/01/2026,2000,2000
90428,2,SUP-06,SKU-1005,WH-04,08/12/2025,22/01/2026,24/01/2026,1500,1500
90428,3,SUP-06,SKU-1023,WH-04,08/12/2025,22/01/2026,24/01/2026,1500,1500
90429,1,SUP-04,SKU-1003,WH-01,08/12/2025,05/01/2026,17/01/2026,1500,1500
90429,2,SUP-04,SKU-1003,WH-04,08/12/2025,05/01/2026,17/01/2026,500,500
90429,3,SUP-04,SKU-1021,WH-02,08/12/2025,05/01/2026,17/01/2026,2000,2000
90430,1,SUP-02,SKU-1007,WH-02,08/12/2025,22/12/2025,22/12/2025,1000,900
90431,1,SUP-05,SKU-1022,WH-02,08/12/2025,29/12/2025,29/12/2025,500,500
90431,2,SUP-05,SKU-1010,WH-03,08/12/2025,29/12/2025,29/12/2025,500,500
90432,1,SUP-05,SKU-1010,WH-03,15/12/2025,05/01/2026,05/01/2026,1000,1000
90433,1,SUP-02,SKU-1013,WH-04,15/12/2025,29/12/2025,29/12/2025,2000,1800
90434,1,SUP-01,SKU-1006,WH-02,15/12/2025,22/12/2025,22/12/2025,1500,1500
90435,1,SUP-01,SKU-1018,WH-02,15/12/2025,22/12/2025,22/12/2025,1000,750
90436,1,SUP-06,SKU-1011,WH-02,15/12/2025,29/01/2026,10/02/2026,2000,2000
90436,2,SUP-06,SKU-1005,WH-04,15/12/2025,29/01/2026,10/02/2026,1500,1125
90437,1,SUP-03,SKU-1014,WH-04,15/12/2025,25/12/2025,25/12/2025,2000,1500
90437,2,SUP-03,SKU-1002,WH-01,15/12/2025,25/12/2025,25/12/2025,1000,1000
90437,3,SUP-03,SKU-1014,WH-02,15/12/2025,25/12/2025,25/12/2025,500,450
90438,1,SUP-06,SKU-1023,WH-04,15/12/2025,29/01/2026,29/01/2026,2000,2000
90438,2,SUP-06,SKU-1023,WH-01,15/12/2025,29/01/2026,29/01/2026,1000,1000
90438,3,SUP-06,SKU-1005,WH-01,15/12/2025,29/01/2026,29/01/2026,500,500
90439,1,SUP-06,SKU-1011,WH-04,15/12/2025,29/01/2026,29/01/2026,1000,1000
90439,2,SUP-06,SKU-1011,WH-03,15/12/2025,29/01/2026,29/01/2026,1500,1350
90440,1,SUP-04,SKU-1015,WH-04,15/12/2025,12/01/2026,12/01/2026,500,450
90440,2,SUP-04,SKU-1015,WH-02,15/12/2025,12/01/2026,12/01/2026,1000,1000
90440,3,SUP-04,SKU-1009,WH-03,15/12/2025,12/01/2026,12/01/2026,1000,900
90441,1,SUP-02,SKU-1019,WH-02,15/12/2025,29/12/2025,29/12/2025,1500,1350
90442,1,SUP-03,SKU-1002,WH-03,15/12/2025,25/12/2025,25/12/2025,1500,1500
90442,2,SUP-03,SKU-1014,WH-01,15/12/2025,25/12/2025,25/12/2025,1500,1500
90443,1,SUP-03,SKU-1008,WH-03,15/12/2025,25/12/2025,25/12/2025,2000,2000
90443,2,SUP-03,SKU-1008,WH-01,15/12/2025,25/12/2025,25/12/2025,2000,2000
90443,3,SUP-03,SKU-1002,WH-04,15/12/2025,25/12/2025,25/12/2025,2000,2000
90444,1,SUP-02,SKU-1001,WH-03,22/12/2025,05/01/2026,05/01/2026,1000,1000
90444,2,SUP-02,SKU-1001,WH-01,22/12/2025,05/01/2026,05/01/2026,1500,1500
90445,1,SUP-06,SKU-1023,WH-02,22/12/2025,05/02/2026,09/02/2026,1500,1125
90445,2,SUP-06,SKU-1023,WH-03,22/12/2025,05/02/2026,09/02/2026,2000,2000
90445,3,SUP-06,SKU-1005,WH-01,22/12/2025,05/02/2026,09/02/2026,500,500
90446,1,SUP-05,SKU-1004,WH-03,22/12/2025,12/01/2026,13/01/2026,500,500
90446,2,SUP-05,SKU-1016,WH-02,22/12/2025,12/01/2026,13/01/2026,1000,500
90447,1,SUP-06,SKU-1011,WH-02,22/12/2025,05/02/2026,05/02/2026,2000,2000
90448,1,SUP-05,SKU-1022,WH-04,22/12/2025,12/01/2026,12/01/2026,500,500
90449,1,SUP-04,SKU-1015,WH-03,22/12/2025,19/01/2026,19/01/2026,1500,1500
90450,1,SUP-02,SKU-1013,WH-04,29/12/2025,12/01/2026,12/01/2026,500,500
90451,1,SUP-01,SKU-1018,WH-01,29/12/2025,05/01/2026,05/01/2026,2000,1500
90451,2,SUP-01,SKU-1024,WH-04,29/12/2025,05/01/2026,05/01/2026,2000,2000
90452,1,SUP-06,SKU-1011,WH-04,29/12/2025,12/02/2026,12/02/2026,1000,1000
90452,2,SUP-06,SKU-1023,WH-03,29/12/2025,12/02/2026,12/02/2026,1500,1350
90452,3,SUP-06,SKU-1005,WH-03,29/12/2025,12/02/2026,12/02/2026,2000,2000
90453,1,SUP-02,SKU-1001,WH-02,29/12/2025,12/01/2026,12/01/2026,1000,500
90453,2,SUP-02,SKU-1013,WH-02,29/12/2025,12/01/2026,12/01/2026,1000,1000
90453,3,SUP-02,SKU-1001,WH-03,29/12/2025,12/01/2026,12/01/2026,2000,2000
90454,1,SUP-05,SKU-1010,WH-04,29/12/2025,19/01/2026,19/01/2026,1000,500
90454,2,SUP-05,SKU-1010,WH-01,29/12/2025,19/01/2026,19/01/2026,2000,2000
90455,1,SUP-02,SKU-1019,WH-03,29/12/2025,12/01/2026,12/01/2026,500,450
90456,1,SUP-06,SKU-1023,WH-01,05/01/2026,19/02/2026,20/02/2026,1000,1000
90456,2,SUP-06,SKU-1017,WH-01,05/01/2026,19/02/2026,20/02/2026,500,500
90456,3,SUP-06,SKU-1023,WH-04,05/01/2026,19/02/2026,20/02/2026,500,500
90457,1,SUP-01,SKU-1006,WH-01,05/01/2026,12/01/2026,12/01/2026,1000,1000
90457,2,SUP-01,SKU-1024,WH-03,05/01/2026,12/01/2026,12/01/2026,1500,1125
90457,3,SUP-01,SKU-1024,WH-02,05/01/2026,12/01/2026,12/01/2026,1000,1000
90458,1,SUP-01,SKU-1006,WH-01,05/01/2026,12/01/2026,13/01/2026,500,500
90458,2,SUP-01,SKU-1006,WH-02,05/01/2026,12/01/2026,13/01/2026,1500,1500
90458,3,SUP-01,SKU-1006,WH-04,05/01/2026,12/01/2026,13/01/2026,500,500
90459,1,SUP-03,SKU-1014,WH-02,05/01/2026,15/01/2026,15/01/2026,500,500
90459,2,SUP-03,SKU-1020,WH-04,05/01/2026,15/01/2026,15/01/2026,500,500
90460,1,SUP-02,SKU-1001,WH-04,05/01/2026,19/01/2026,19/01/2026,2000,2000
90460,2,SUP-02,SKU-1019,WH-01,05/01/2026,19/01/2026,19/01/2026,500,500
90461,1,SUP-02,SKU-1013,WH-01,05/01/2026,19/01/2026,19/01/2026,500,500
90461,2,SUP-02,SKU-1013,WH-03,05/01/2026,19/01/2026,19/01/2026,1000,1000
90461,3,SUP-02,SKU-1001,WH-02,05/01/2026,19/01/2026,19/01/2026,2000,1800
90462,1,SUP-05,SKU-1004,WH-01,05/01/2026,26/01/2026,26/01/2026,2000,2000
90462,2,SUP-05,SKU-1010,WH-01,05/01/2026,26/01/2026,26/01/2026,1500,1500
90463,1,SUP-05,SKU-1010,WH-03,05/01/2026,26/01/2026,26/01/2026,1000,500
90463,2,SUP-05,SKU-1004,WH-02,05/01/2026,26/01/2026,26/01/2026,1500,1125
90463,3,SUP-05,SKU-1010,WH-03,05/01/2026,26/01/2026,26/01/2026,2000,2000
90464,1,SUP-04,SKU-1003,WH-02,05/01/2026,02/02/2026,02/02/2026,500,500
90464,2,SUP-04,SKU-1009,WH-02,05/01/2026,02/02/2026,02/02/2026,500,500
90464,3,SUP-04,SKU-1009,WH-03,05/01/2026,02/02/2026,02/02/2026,1500,1500
90465,1,SUP-03,SKU-1020,WH-04,05/01/2026,15/01/2026,15/01/2026,1000,1000
90466,1,SUP-04,SKU-1021,WH-03,12/01/2026,09/02/2026,09/02/2026,2000,1500
90466,2,SUP-04,SKU-1015,WH-04,12/01/2026,09/02/2026,09/02/2026,2000,2000
90467,1,SUP-06,SKU-1023,WH-02,12/01/2026,26/02/2026,26/02/2026,500,500
90468,1,SUP-03,SKU-1020,WH-04,12/01/2026,22/01/2026,22/01/2026,2000,1000
90468,2,SUP-03,SKU-1014,WH-02,12/01/2026,22/01/2026,22/01/2026,1000,1000
90468,3,SUP-03,SKU-1008,WH-04,12/01/2026,22/01/2026,22/01/2026,2000,1000
90469,1,SUP-02,SKU-1007,WH-01,12/01/2026,26/01/2026,26/01/2026,2000,2000
90470,1,SUP-04,SKU-1015,WH-02,12/01/2026,09/02/2026,09/02/2026,2000,2000
90470,2,SUP-04,SKU-1021,WH-02,12/01/2026,09/02/2026,09/02/2026,1000,1000
90470,3,SUP-04,SKU-1009,WH-02,12/01/2026,09/02/2026,09/02/2026,2000,1000
90471,1,SUP-02,SKU-1007,WH-03,12/01/2026,26/01/2026,30/01/2026,1000,1000
90471,2,SUP-02,SKU-1019,WH-01,12/01/2026,26/01/2026,30/01/2026,1000,1000
90472,1,SUP-02,SKU-1001,WH-04,12/01/2026,26/01/2026,26/01/2026,1000,500
90473,1,SUP-02,SKU-1013,WH-04,12/01/2026,26/01/2026,26/01/2026,2000,2000
90473,2,SUP-02,SKU-1013,WH-02,12/01/2026,26/01/2026,26/01/2026,1500,1350
90474,1,SUP-02,SKU-1007,WH-03,12/01/2026,26/01/2026,26/01/2026,2000,1000
90475,1,SUP-02,SKU-1013,WH-02,12/01/2026,26/01/2026,26/01/2026,1000,1000
90475,2,SUP-02,SKU-1013,WH-03,12/01/2026,26/01/2026,26/01/2026,500,500
90476,1,SUP-06,SKU-1017,WH-04,12/01/2026,26/02/2026,27/02/2026,2000,2000
90476,2,SUP-06,SKU-1017,WH-02,12/01/2026,26/02/2026,27/02/2026,2000,2000
90477,1,SUP-05,SKU-1016,WH-01,19/01/2026,09/02/2026,09/02/2026,1000,1000
90478,1,SUP-02,SKU-1019,WH-03,19/01/2026,02/02/2026,02/02/2026,2000,2000
90478,2,SUP-02,SKU-1007,WH-04,19/01/2026,02/02/2026,02/02/2026,2000,2000
90479,1,SUP-02,SKU-1007,WH-01,19/01/2026,02/02/2026,02/02/2026,1000,1000
90480,1,SUP-03,SKU-1020,WH-03,19/01/2026,29/01/2026,29/01/2026,1000,1000
90480,2,SUP-03,SKU-1014,WH-03,19/01/2026,29/01/2026,29/01/2026,2000,2000
90480,3,SUP-03,SKU-1002,WH-04,19/01/2026,29/01/2026,29/01/2026,1500,1500
90481,1,SUP-03,SKU-1014,WH-04,19/01/2026,29/01/2026,29/01/2026,2000,2000
90481,2,SUP-03,SKU-1002,WH-01,19/01/2026,29/01/2026,29/01/2026,1000,750
90482,1,SUP-02,SKU-1001,WH-03,19/01/2026,02/02/2026,02/02/2026,1500,1500
90482,2,SUP-02,SKU-1001,WH-01,19/01/2026,02/02/2026,02/02/2026,2000,2000
90483,1,SUP-02,SKU-1013,WH-04,19/01/2026,02/02/2026,02/02/2026,1500,1500
90484,1,SUP-05,SKU-1022,WH-01,19/01/2026,09/02/2026,09/02/2026,1500,1500
90484,2,SUP-05,SKU-1004,WH-02,19/01/2026,09/02/2026,09/02/2026,1000,1000
90485,1,SUP-01,SKU-1012,WH-04,19/01/2026,26/01/2026,26/01/2026,500,450
90485,2,SUP-01,SKU-1024,WH-02,19/01/2026,26/01/2026,26/01/2026,500,500
90486,1,SUP-02,SKU-1007,WH-02,19/01/2026,02/02/2026,02/02/2026,2000,2000
90486,2,SUP-02,SKU-1019,WH-01,19/01/2026,02/02/2026,02/02/2026,1000,1000
90487,1,SUP-06,SKU-1011,WH-03,19/01/2026,05/03/2026,05/03/2026,2000,2000
90487,2,SUP-06,SKU-1023,WH-01,19/01/2026,05/03/2026,05/03/2026,2000,2000
90488,1,SUP-01,SKU-1012,WH-03,26/01/2026,02/02/2026,02/02/2026,2000,2000
90489,1,SUP-03,SKU-1002,WH-01,26/01/2026,05/02/2026,05/02/2026,2000,1000
90489,2,SUP-03,SKU-1014,WH-04,26/01/2026,05/02/2026,05/02/2026,1500,1500
90490,1,SUP-03,SKU-1020,WH-03,26/01/2026,05/02/2026,05/02/2026,1000,1000
90490,2,SUP-03,SKU-1002,WH-03,26/01/2026,05/02/2026,05/02/2026,1500,1500
90491,1,SUP-03,SKU-1008,WH-04,26/01/2026,05/02/2026,07/02/2026,2000,2000
90492,1,SUP-06,SKU-1017,WH-02,26/01/2026,12/03/2026,19/03/2026,1500,1500
90493,1,SUP-02,SKU-1013,WH-03,26/01/2026,09/02/2026,09/02/2026,500,500
90493,2,SUP-02,SKU-1013,WH-02,26/01/2026,09/02/2026,09/02/2026,1000,1000
90494,1,SUP-05,SKU-1022,WH-04,26/01/2026,16/02/2026,23/02/2026,1500,1500
90494,2,SUP-05,SKU-1022,WH-04,26/01/2026,16/02/2026,23/02/2026,1000,1000
90494,3,SUP-05,SKU-1004,WH-03,26/01/2026,16/02/2026,23/02/2026,1000,900
90495,1,SUP-01,SKU-1012,WH-01,02/02/2026,09/02/2026,09/02/2026,500,500
90495,2,SUP-01,SKU-1006,WH-04,02/02/2026,09/02/2026,09/02/2026,1500,1500
90495,3,SUP-01,SKU-1006,WH-02,02/02/2026,09/02/2026,09/02/2026,2000,2000
90496,1,SUP-02,SKU-1013,WH-01,02/02/2026,16/02/2026,16/02/2026,2000,2000
90496,2,SUP-02,SKU-1019,WH-04,02/02/2026,16/02/2026,16/02/2026,2000,2000
90496,3,SUP-02,SKU-1019,WH-04,02/02/2026,16/02/2026,16/02/2026,2000,2000
90497,1,SUP-01,SKU-1024,WH-04,02/02/2026,09/02/2026,09/02/2026,500,500
90497,2,SUP-01,SKU-1018,WH-02,02/02/2026,09/02/2026,09/02/2026,1000,1000
90498,1,SUP-05,SKU-1004,WH-01,02/02/2026,23/02/2026,23/02/2026,2000,2000
90498,2,SUP-05,SKU-1010,WH-04,02/02/2026,23/02/2026,23/02/2026,500,250
90498,3,SUP-05,SKU-1016,WH-04,02/02/2026,23/02/2026,23/02/2026,2000,1000
90499,1,SUP-02,SKU-1007,WH-03,02/02/2026,16/02/2026,16/02/2026,500,500
90500,1,SUP-01,SKU-1024,WH-02,02/02/2026,09/02/2026,13/02/2026,1000,1000
90500,2,SUP-01,SKU-1024,WH-02,02/02/2026,09/02/2026,13/02/2026,500,500
90500,3,SUP-01,SKU-1024,WH-01,02/02/2026,09/02/2026,13/02/2026,1000,900
90501,1,SUP-06,SKU-1023,WH-03,02/02/2026,19/03/2026,19/03/2026,1500,1500
90501,2,SUP-06,SKU-1011,WH-03,02/02/2026,19/03/2026,19/03/2026,2000,2000
90501,3,SUP-06,SKU-1017,WH-03,02/02/2026,19/03/2026,19/03/2026,1500,1500
90502,1,SUP-01,SKU-1006,WH-04,02/02/2026,09/02/2026,09/02/2026,2000,2000
90503,1,SUP-05,SKU-1022,WH-04,02/02/2026,23/02/2026,23/02/2026,500,500
90503,2,SUP-05,SKU-1004,WH-01,02/02/2026,23/02/2026,23/02/2026,500,250
90503,3,SUP-05,SKU-1010,WH-04,02/02/2026,23/02/2026,23/02/2026,500,500
90504,1,SUP-02,SKU-1019,WH-01,02/02/2026,16/02/2026,16/02/2026,500,250
90504,2,SUP-02,SKU-1013,WH-02,02/02/2026,16/02/2026,16/02/2026,1500,1500
90505,1,SUP-06,SKU-1011,WH-03,02/02/2026,19/03/2026,20/03/2026,500,500
90505,2,SUP-06,SKU-1005,WH-01,02/02/2026,19/03/2026,20/03/2026,2000,2000
90506,1,SUP-01,SKU-1012,WH-01,09/02/2026,16/02/2026,16/02/2026,1000,1000
90507,1,SUP-04,SKU-1021,WH-02,09/02/2026,09/03/2026,09/03/2026,500,500
90507,2,SUP-04,SKU-1021,WH-04,09/02/2026,09/03/2026,09/03/2026,2000,2000
90507,3,SUP-04,SKU-1021,WH-01,09/02/2026,09/03/2026,09/03/2026,1000,1000
90508,1,SUP-04,SKU-1021,WH-03,09/02/2026,09/03/2026,09/03/2026,1500,750
90509,1,SUP-04,SKU-1015,WH-04,09/02/2026,09/03/2026,21/03/2026,1000,1000
90509,2,SUP-04,SKU-1021,WH-01,09/02/2026,09/03/2026,21/03/2026,1000,1000
90509,3,SUP-04,SKU-1015,WH-02,09/02/2026,09/03/2026,21/03/2026,2000,2000
90510,1,SUP-01,SKU-1012,WH-01,09/02/2026,16/02/2026,16/02/2026,1500,1500
90510,2,SUP-01,SKU-1024,WH-01,09/02/2026,16/02/2026,16/02/2026,2000,2000
90510,3,SUP-01,SKU-1006,WH-01,09/02/2026,16/02/2026,16/02/2026,2000,2000
90511,1,SUP-03,SKU-1008,WH-02,09/02/2026,19/02/2026,19/02/2026,1500,1350
90511,2,SUP-03,SKU-1014,WH-03,09/02/2026,19/02/2026,19/02/2026,1500,1500
90511,3,SUP-03,SKU-1002,WH-04,09/02/2026,19/02/2026,19/02/2026,1000,1000
90512,1,SUP-01,SKU-1024,WH-02,09/02/2026,16/02/2026,16/02/2026,1000,1000
90513,1,SUP-03,SKU-1008,WH-02,09/02/2026,19/02/2026,19/02/2026,1000,1000
90514,1,SUP-04,SKU-1009,WH-01,09/02/2026,09/03/2026,16/03/2026,500,450
90514,2,SUP-04,SKU-1015,WH-01,09/02/2026,09/03/2026,16/03/2026,1500,1350
90515,1,SUP-03,SKU-1014,WH-02,09/02/2026,19/02/2026,19/02/2026,1500,1500
90515,2,SUP-03,SKU-1008,WH-04,09/02/2026,19/02/2026,19/02/2026,1000,1000
90515,3,SUP-03,SKU-1008,WH-04,09/02/2026,19/02/2026,19/02/2026,1500,1500
90516,1,SUP-04,SKU-1003,WH-04,09/02/2026,09/03/2026,09/03/2026,2000,1000
90516,2,SUP-04,SKU-1021,WH-02,09/02/2026,09/03/2026,09/03/2026,500,500
90516,3,SUP-04,SKU-1003,WH-03,09/02/2026,09/03/2026,09/03/2026,1000,1000
90517,1,SUP-06,SKU-1011,WH-04,16/02/2026,02/04/2026,02/04/2026,1000,500
90517,2,SUP-06,SKU-1017,WH-04,16/02/2026,02/04/2026,02/04/2026,1000,1000
90517,3,SUP-06,SKU-1005,WH-02,16/02/2026,02/04/2026,02/04/2026,500,500
90518,1,SUP-02,SKU-1001,WH-02,16/02/2026,02/03/2026,02/03/2026,1000,1000
90519,1,SUP-01,SKU-1018,WH-04,16/02/2026,23/02/2026,23/02/2026,2000,2000
90519,2,SUP-01,SKU-1018,WH-04,16/02/2026,23/02/2026,23/02/2026,2000,1000
90519,3,SUP-01,SKU-1024,WH-01,16/02/2026,23/02/2026,23/02/2026,1000,1000
90520,1,SUP-03,SKU-1020,WH-03,16/02/2026,26/02/2026,26/02/2026,1000,1000
90521,1,SUP-06,SKU-1023,WH-02,16/02/2026,02/04/2026,03/04/2026,500,500
90522,1,SUP-02,SKU-1007,WH-01,16/02/2026,02/03/2026,02/03/2026,500,500
90523,1,SUP-02,SKU-1019,WH-02,16/02/2026,02/03/2026,02/03/2026,500,500
90524,1,SUP-01,SKU-1024,WH-04,16/02/2026,23/02/2026,23/02/2026,1000,1000
90524,2,SUP-01,SKU-1024,WH-01,16/02/2026,23/02/2026,23/02/2026,2000,2000
90525,1,SUP-02,SKU-1013,WH-04,16/02/2026,02/03/2026,02/03/2026,1000,1000
90526,1,SUP-02,SKU-1019,WH-03,16/02/2026,02/03/2026,02/03/2026,500,500
90526,2,SUP-02,SKU-1001,WH-04,16/02/2026,02/03/2026,02/03/2026,1000,1000
90527,1,SUP-01,SKU-1012,WH-02,23/02/2026,02/03/2026,03/03/2026,2000,2000
90527,2,SUP-01,SKU-1012,WH-02,23/02/2026,02/03/2026,03/03/2026,1500,1125
90527,3,SUP-01,SKU-1006,WH-04,23/02/2026,02/03/2026,03/03/2026,1500,1500
90528,1,SUP-01,SKU-1018,WH-02,23/02/2026,02/03/2026,02/03/2026,500,500
90529,1,SUP-06,SKU-1017,WH-04,23/02/2026,09/04/2026,21/04/2026,1000,1000
90530,1,SUP-05,SKU-1010,WH-04,23/02/2026,16/03/2026,16/03/2026,1500,1500
90530,2,SUP-05,SKU-1004,WH-04,23/02/2026,16/03/2026,16/03/2026,1500,1350
90530,3,SUP-05,SKU-1010,WH-03,23/02/2026,16/03/2026,16/03/2026,1000,1000
90531,1,SUP-04,SKU-1009,WH-01,23/02/2026,23/03/2026,23/03/2026,2000,2000
90531,2,SUP-04,SKU-1015,WH-01,23/02/2026,23/03/2026,23/03/2026,1500,1500
90531,3,SUP-04,SKU-1015,WH-01,23/02/2026,23/03/2026,23/03/2026,1500,1500
90532,1,SUP-03,SKU-1008,WH-02,23/02/2026,05/03/2026,17/03/2026,1000,1000
90533,1,SUP-04,SKU-1009,WH-02,23/02/2026,23/03/2026,23/03/2026,2000,2000
90534,1,SUP-06,SKU-1023,WH-03,23/02/2026,09/04/2026,09/04/2026,1000,1000
90534,2,SUP-06,SKU-1011,WH-02,23/02/2026,09/04/2026,09/04/2026,2000,2000
90534,3,SUP-06,SKU-1011,WH-04,23/02/2026,09/04/2026,09/04/2026,1500,1500
90535,1,SUP-06,SKU-1023,WH-02,23/02/2026,09/04/2026,13/04/2026,1500,1500
90536,1,SUP-04,SKU-1021,WH-02,23/02/2026,23/03/2026,23/03/2026,1500,1500
90537,1,SUP-04,SKU-1021,WH-04,23/02/2026,23/03/2026,30/03/2026,1000,1000
90538,1,SUP-06,SKU-1023,WH-03,02/03/2026,16/04/2026,16/04/2026,2000,2000
90539,1,SUP-02,SKU-1019,WH-01,02/03/2026,16/03/2026,16/03/2026,2000,2000
90540,1,SUP-03,SKU-1020,WH-04,02/03/2026,12/03/2026,12/03/2026,500,500
90541,1,SUP-06,SKU-1005,WH-02,02/03/2026,16/04/2026,16/04/2026,2000,2000
90541,2,SUP-06,SKU-1005,WH-01,02/03/2026,16/04/2026,16/04/2026,1000,1000
90541,3,SUP-06,SKU-1005,WH-01,02/03/2026,16/04/2026,16/04/2026,1500,1500
90542,1,SUP-03,SKU-1002,WH-04,02/03/2026,12/03/2026,12/03/2026,2000,2000
90542,2,SUP-03,SKU-1014,WH-02,02/03/2026,12/03/2026,12/03/2026,500,500
90542,3,SUP-03,SKU-1008,WH-02,02/03/2026,12/03/2026,12/03/2026,1500,1500
90543,1,SUP-04,SKU-1021,WH-01,02/03/2026,30/03/2026,31/03/2026,1500,1500
90544,1,SUP-04,SKU-1009,WH-02,09/03/2026,06/04/2026,07/04/2026,1000,900
90544,2,SUP-04,SKU-1009,WH-01,09/03/2026,06/04/2026,07/04/2026,1000,1000
90545,1,SUP-02,SKU-1019,WH-03,09/03/2026,23/03/2026,23/03/2026,2000,2000
90546,1,SUP-06,SKU-1005,WH-03,09/03/2026,23/04/2026,23/04/2026,2000,2000
90547,1,SUP-05,SKU-1016,WH-03,09/03/2026,30/03/2026,30/03/2026,1500,1500
90547,2,SUP-05,SKU-1010,WH-02,09/03/2026,30/03/2026,30/03/2026,1000,1000
90547,3,SUP-05,SKU-1004,WH-03,09/03/2026,30/03/2026,30/03/2026,1500,1500
90548,1,SUP-05,SKU-1010,WH-04,09/03/2026,30/03/2026,30/03/2026,2000,2000
90549,1,SUP-01,SKU-1012,WH-01,09/03/2026,16/03/2026,16/03/2026,1500,1500
90549,2,SUP-01,SKU-1012,WH-01,09/03/2026,16/03/2026,16/03/2026,500,500
90550,1,SUP-02,SKU-1019,WH-03,09/03/2026,23/03/2026,23/03/2026,1500,1500
90550,2,SUP-02,SKU-1001,WH-02,09/03/2026,23/03/2026,23/03/2026,1500,1500
90551,1,SUP-04,SKU-1021,WH-04,09/03/2026,06/04/2026,13/04/2026,500,500
90551,2,SUP-04,SKU-1003,WH-03,09/03/2026,06/04/2026,13/04/2026,500,500
90552,1,SUP-04,SKU-1003,WH-01,09/03/2026,06/04/2026,06/04/2026,500,500
90552,2,SUP-04,SKU-1015,WH-04,09/03/2026,06/04/2026,06/04/2026,2000,2000
90552,3,SUP-04,SKU-1021,WH-04,09/03/2026,06/04/2026,06/04/2026,2000,2000
90553,1,SUP-06,SKU-1017,WH-04,09/03/2026,23/04/2026,23/04/2026,500,500
90553,2,SUP-06,SKU-1023,WH-01,09/03/2026,23/04/2026,23/04/2026,2000,1500
90553,3,SUP-06,SKU-1011,WH-03,09/03/2026,23/04/2026,23/04/2026,1000,750
90554,1,SUP-01,SKU-1006,WH-04,09/03/2026,16/03/2026,16/03/2026,2000,2000
90554,2,SUP-01,SKU-1012,WH-02,09/03/2026,16/03/2026,16/03/2026,2000,2000
90555,1,SUP-01,SKU-1006,WH-01,16/03/2026,23/03/2026,23/03/2026,500,250
90556,1,SUP-01,SKU-1024,WH-03,16/03/2026,23/03/2026,23/03/2026,2000,2000
90556,2,SUP-01,SKU-1012,WH-04,16/03/2026,23/03/2026,23/03/2026,2000,1800
